numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
209,2011-10-22,22:50:00,"Cliente 209","Endereco 209",00-000-0208,Entrega,32,0,0,2.5,34.5,23:20:00,00:30:00
210,2011-10-22,22:56:00,"Cliente 210","Endereco 210",00-000-0209,Entrega,18,0,0,2.5,20.5,23:25:00,00:29:00
211,2011-10-22,22:57:00,"Cliente 211","Endereco 211",00-000-0210,Entrega,20,0,0,2.5,22.5,23:30:00,00:33:00
212,2011-10-22,23:00:00,"Cliente 212","Endereco 212",00-000-0211,Entrega,17,0,4.5,2.5,24,23:45:00,00:45:00
213,2011-10-22,23:05:00,"Cliente 213","Endereco 213",00-000-0212,Entrega,27,2.5,0,4,33.5,23:50:00,00:45:00
214,2011-10-23,18:45:00,"Cliente 214","Endereco 214",00-000-0213,Entrega,23,2.5,4.5,2.5,32.5,19:00:00,00:15:00
215,2011-10-23,18:56:00,"Cliente 215","Endereco 215",00-000-0214,Buscar,32,0,0,0,32,19:24:00,00:28:00
216,2011-10-23,19:37:00,"Cliente 216","Endereco 216",00-000-0215,Entrega,18,0,0,2.5,20.5,20:10:00,00:33:00
217,2011-10-23,19:58:00,"Cliente 217","Endereco 217",00-000-0216,Buscar,19,0,0,0,19,20:20:00,00:22:00
218,2011-10-23,20:09:00,"Cliente 218","Endereco 218",00-000-0217,Entrega,22,2.5,0,2.5,27,20:52:00,00:43:00
219,2011-10-23,20:09:00,"Cliente 219","Endereco 219",00-000-0218,Buscar,23,2.5,0,0,25.5,20:52:00,00:43:00
220,2011-10-23,20:09:00,"Cliente 220","Endereco 220",00-000-0219,Buscar,23,0,0,0,23,20:52:00,00:43:00
221,2011-10-23,20:18:00,"Cliente 221","Endereco 221",00-000-0220,Entrega,28,0,4.5,2.5,35,21:10:00,00:52:00
222,2011-10-23,20:23:00,"Cliente 222","Endereco 222",00-000-0221,Entrega,28,0,0,2.5,30.5,21:06:00,00:43:00
223,2011-10-23,20:29:00,"Cliente 223","Endereco 223",00-000-0222,Entrega,30,0,0,3,33,21:24:00,00:55:00
224,2011-10-23,20:44:00,"Cliente 224","Endereco 224",00-000-0223,Entrega,22,0,0,2.5,24.5,21:33:00,00:49:00
225,2011-10-23,20:52:00,"Cliente 225","Endereco 225",00-000-0224,Entrega,31.5,0,4.5,4,40,21:45:00,00:53:00
226,2011-10-23,22:24:00,"Cliente 226","Endereco 226",00-000-0225,Buscar,30,0,0,0,30,23:10:00,00:46:00
227,2011-10-23,22:40:00,"Cliente 227","Endereco 227",00-000-0226,Entrega,20,0,0,3,23,23:06:00,00:26:00
228,2011-10-23,23:01:00,"Cliente 228","Endereco 228",00-000-0227,Entrega,28,0,0,2.5,30.5,23:26:00,00:25:00
229,2011-10-25,19:00:00,"Cliente 229","Endereco 229",00-000-0228,Buscar,28,0,0,0,28,19:30:00,00:30:00
230,2011-10-25,19:16:00,"Cliente 230","Endereco 230",00-000-0229,Entrega,21,0,0,4,25,19:55:00,00:39:00
231,2011-10-25,20:00:00,"Cliente 231","Endereco 231",00-000-0230,Entrega,18,0,0,2.5,20.5,20:34:00,00:34:00
232,2011-10-25,20:31:00,"Cliente 232","Endereco 232",00-000-0231,Entrega,18,0,0,2.5,20.5,21:02:00,00:31:00
233,2011-10-25,21:38:00,"Cliente 233","Endereco 233",00-000-0232,Buscar,32,0,0,0,32,22:00:00,00:22:00
234,2011-10-25,21:43:00,"Cliente 234","Endereco 234",00-000-0233,Buscar,30,0,0,0,30,22:10:00,00:27:00
235,2011-10-25,21:50:00,"Cliente 235","Endereco 235",00-000-0234,Entrega,31,0,0,2.5,33.5,22:15:00,00:25:00
236,2011-10-25,23:14:00,"Cliente 236","Endereco 236",00-000-0235,Buscar,19,0,0,0,19,23:45:00,00:31:00
237,2011-10-26,18:00:00,"Cliente 237","Endereco 237",00-000-0236,Buscar,21,0,0,0,21,18:40:00,00:40:00
238,2011-10-26,18:10:00,"Cliente 238","Endereco 238",00-000-0237,Entrega,32,0,0,2.5,34.5,19:00:00,00:50:00
239,2011-10-26,18:20:00,"Cliente 239","Endereco 239",00-000-0238,Buscar,30,0,0,0,30,19:00:00,00:40:00
240,2011-10-26,19:00:00,"Cliente 240","Endereco 240",00-000-0239,Entrega,28,0,0,2.5,30.5,19:40:00,00:40:00
241,2011-10-26,20:59:00,"Cliente 241","Endereco 241",00-000-0240,Entrega,21,0,0,4,25,21:32:00,00:33:00
242,2011-10-26,21:11:00,"Cliente 242","Endereco 242",00-000-0241,Entrega,28,0,0,2.5,30.5,21:44:00,00:33:00
243,2011-10-26,22:05:00,"Cliente 243","Endereco 243",00-000-0242,Buscar,27,0,0,0,27,22:30:00,00:25:00
244,2011-10-26,22:05:00,"Cliente 244","Endereco 244",00-000-0243,Buscar,30,0,0,0,30,22:40:00,00:35:00
245,2011-10-27,18:00:00,"Cliente 245","Endereco 245",00-000-0244,Buscar,25.5,0,0,0,25.5,18:40:00,00:40:00
246,2011-10-27,18:10:00,"Cliente 246","Endereco 246",00-000-0245,Buscar,31,0,0,0,31,18:50:00,00:40:00
247,2011-10-27,18:20:00,"Cliente 247","Endereco 247",00-000-0246,Buscar,22.5,0,0,0,22.5,19:00:00,00:40:00
248,2011-10-27,18:25:00,"Cliente 248","Endereco 248",00-000-0247,Buscar,22.5,0,0,0,22.5,19:00:00,00:35:00
249,2011-10-27,18:30:00,"Cliente 249","Endereco 249",00-000-0248,Buscar,20,0,0,0,20,19:20:00,00:50:00
250,2011-10-27,19:57:00,"Cliente 250","Endereco 250",00-000-0249,Entrega,18,0,0,3,21,20:25:00,00:28:00
251,2011-10-27,19:59:00,"Cliente 251","Endereco 251",00-000-0250,Entrega,30,0,0,2.5,32.5,20:27:00,00:28:00
252,2011-10-27,20:15:00,"Cliente 252","Endereco 252",00-000-0251,Buscar,22,0,4.5,0,26.5,20:36:00,00:21:00
253,2011-10-27,20:50:00,"Cliente 253","Endereco 253",00-000-0252,Buscar,27,0,0,0,27,21:31:00,00:41:00
254,2011-10-27,21:49:00,"Cliente 254","Endereco 254",00-000-0253,Buscar,26,0,0,0,26,22:21:00,00:32:00
255,2011-10-27,21:55:00,"Cliente 255","Endereco 255",00-000-0254,Buscar,21,0,4,0,25,22:28:00,00:33:00
256,2011-10-27,21:55:00,"Cliente 256","Endereco 256",00-000-0255,Buscar,22,0,0,0,22,22:40:00,00:45:00
257,2011-10-27,22:34:00,"Cliente 257","Endereco 257",00-000-0256,Buscar,19,0,4.5,0,23.5,23:10:00,00:36:00
258,2011-10-27,23:07:00,"Cliente 258","Endereco 258",00-000-0257,Entrega,18,0,0,2.5,20.5,23:50:00,00:43:00
259,2011-10-28,18:45:00,"Cliente 259","Endereco 259",00-000-0258,Buscar,28,2.5,0,0,30.5,19:20:00,00:35:00
260,2011-10-28,18:45:00,"Cliente 260","Endereco 260",00-000-0259,Buscar,20,0,0,0,20,19:25:00,00:40:00
261,2011-10-28,20:00:00,"Cliente 261","Endereco 261",00-000-0260,Entrega,20,0,0,2.5,22.5,20:27:00,00:27:00
262,2011-10-28,20:05:00,"Cliente 262","Endereco 262",00-000-0261,Entrega,27,0,4.5,2.5,34,20:50:00,00:45:00
263,2011-10-28,20:18:00,"Cliente 263","Endereco 263",00-000-0262,Entrega,30,0,4.5,2.5,37,20:49:00,00:31:00
264,2011-10-28,20:19:00,"Cliente 264","Endereco 264",00-000-0263,Entrega,22,0,4.5,2.5,29,20:47:00,00:28:00
265,2011-10-28,20:25:00,"Cliente 265","Endereco 265",00-000-0264,Entrega,32,0,0,3,35,21:05:00,00:40:00
266,2011-10-28,20:30:00,"Cliente 266","Endereco 266",00-000-0265,Entrega,27,2.5,0,2.5,32,21:12:00,00:42:00
267,2011-10-28,20:42:00,"Cliente 267","Endereco 267",00-000-0266,Buscar,28,0,0,0,28,21:20:00,00:38:00
268,2011-10-28,20:55:00,"Cliente 268","Endereco 268",00-000-0267,Entrega,28,0,0,3,31,21:34:00,00:39:00
269,2011-10-28,21:00:00,"Cliente 269","Endereco 269",00-000-0268,Entrega,23,0,0,3,26,21:40:00,00:40:00
270,2011-10-28,21:00:00,"Cliente 270","Endereco 270",00-000-0269,Entrega,23,0,0,3,26,21:40:00,00:40:00
271,2011-10-28,21:08:00,"Cliente 271","Endereco 271",00-000-0270,Buscar,30,0,0,0,30,21:50:00,00:42:00
272,2011-10-28,21:11:00,"Cliente 272","Endereco 272",00-000-0271,Entrega,17,0,0,3,20,21:57:00,00:46:00
273,2011-10-28,21:11:00,"Cliente 273","Endereco 273",00-000-0272,Entrega,30,0,0,3,33,21:57:00,00:46:00
274,2011-10-28,21:16:00,"Cliente 274","Endereco 274",00-000-0273,Entrega,28,0,4.5,2.5,35,22:00:00,00:44:00
275,2011-10-28,21:29:00,"Cliente 275","Endereco 275",00-000-0274,Entrega,20,0,0,2.5,22.5,22:18:00,00:49:00
276,2011-10-28,21:45:00,"Cliente 276","Endereco 276",00-000-0275,Buscar,32,0,0,0,32,22:15:00,00:30:00
277,2011-10-28,21:45:00,"Cliente 277","Endereco 277",00-000-0276,Buscar,30,0,0,0,30,22:15:00,00:30:00
278,2011-10-28,21:45:00,"Cliente 278","Endereco 278",00-000-0277,Entrega,27,0,0,4,31,22:40:00,00:55:00
279,2011-10-28,22:20:00,"Cliente 279","Endereco 279",00-000-0278,buscar,19.5,0,0,0,19.5,23:00:00,00:40:00
280,2011-10-28,23:40:00,"Cliente 280","Endereco 280",00-000-0279,Entrega,32,0,0,3,35,23:55:00,00:15:00
281,2011-10-28,23:42:00,"Cliente 281","Endereco 281",00-000-0280,Entrega,28,0,0,2.5,30.5,23:57:00,00:15:00
282,2011-10-28,23:40:00,"Cliente 282","Endereco 282",00-000-0281,Entrega,15,0,0,2.5,17.5,23:55:00,00:15:00
283,2011-10-29,18:00:00,"Cliente 283","Endereco 283",00-000-0282,Buscar,21,0,0,0,21,18:50:00,00:50:00
284,2011-10-29,19:15:00,"Cliente 284","Endereco 284",00-000-0283,Entrega,23,0,0,2.5,25.5,19:50:00,00:35:00
285,2011-10-29,19:30:00,"Cliente 285","Endereco 285",00-000-0284,Entrega,32,2.5,0,2.5,37,20:10:00,00:40:00
286,2011-10-29,19:30:00,"Cliente 286","Endereco 286",00-000-0285,Entrega,18,0,0,2.5,20.5,20:04:00,00:34:00
287,2011-10-29,19:34:00,"Cliente 287","Endereco 287",00-000-0286,buscar,36,0,0,0,36,20:10:00,00:36:00
288,2011-10-29,19:35:00,"Cliente 288","Endereco 288",00-000-0287,Buscar,27,0,0,0,27,20:00:00,00:25:00
289,2011-10-29,19:40:00,"Cliente 289","Endereco 289",00-000-0288,Buscar,12,0,0,0,12,20:35:00,00:55:00
290,2011-10-29,19:56:00,"Cliente 290","Endereco 290",00-000-0289,Entrega,31,0,4.5,2.5,38,20:31:00,00:35:00
291,2011-10-29,19:58:00,"Cliente 291","Endereco 291",00-000-0290,Entrega,36,0,0,5,41,20:30:00,00:32:00
292,2011-10-29,20:06:00,"Cliente 292","Endereco 292",00-000-0291,Buscar,28,0,0,0,28,20:57:00,00:51:00
293,2011-10-29,20:10:00,"Cliente 293","Endereco 293",00-000-0292,Buscar,21,0,4,0,25,21:00:00,00:50:00
294,2011-10-29,20:15:00,"Cliente 294","Endereco 294",00-000-0293,Buscar,23,0,0,0,23,20:40:00,00:25:00
295,2011-10-29,20:20:00,"Cliente 295","Endereco 295",00-000-0294,Entrega,23,0,0,2.5,25.5,21:00:00,00:40:00
296,2011-10-29,20:21:00,"Cliente 296","Endereco 296",00-000-0295,Buscar,23,0,0,0,23,21:13:00,00:52:00
297,2011-10-29,20:24:00,"Cliente 297","Endereco 297",00-000-0296,Entrega,23,0,8.5,2.5,34,21:00:00,00:36:00
298,2011-10-29,20:45:00,"Cliente 298","Endereco 298",00-000-0297,Entrega,21,0,0,4,25,21:40:00,00:55:00
299,2011-10-29,20:45:00,"Cliente 299","Endereco 299",00-000-0298,Buscar,20,2.5,4.5,0,27,21:38:00,00:53:00
300,2011-10-29,20:51:00,"Cliente 300","Endereco 300",00-000-0299,Entrega,20,0,0,3,23,21:41:00,00:50:00
301,2011-10-29,20:58:00,"Cliente 301","Endereco 301",00-000-0300,Entrega,22,0,0,2.5,24.5,21:25:00,00:27:00
302,2011-10-29,21:00:00,"Cliente 302","Endereco 302",00-000-0301,Entrega,36,0,0,2.5,38.5,21:55:00,00:55:00
303,2011-10-29,21:10:00,"Cliente 303","Endereco 303",00-000-0302,Entrega,36,0,0,2.5,38.5,21:55:00,00:45:00
304,2011-10-29,21:25:00,"Cliente 304","Endereco 304",00-000-0303,Buscar,20,0,0,0,20,22:15:00,00:50:00
305,2011-10-29,21:42:00,"Cliente 305","Endereco 305",00-000-0304,Entrega,18,0,0,2.5,20.5,22:21:00,00:39:00
306,2011-10-29,21:48:00,"Cliente 306","Endereco 306",00-000-0305,Entrega,22,0,0,2.5,24.5,22:31:00,00:43:00
307,2011-10-29,23:24:00,"Cliente 307","Endereco 307",00-000-0306,Buscar,27,0,0,0,27,23:50:00,00:26:00
308,2011-10-30,18:57:00,"Cliente 308","Endereco 308",00-000-0307,Entrega,32,0,0,3,35,19:50:00,00:53:00
309,2011-10-30,19:36:00,"Cliente 309","Endereco 309",00-000-0308,Entrega,22,0,0,2.5,24.5,20:06:00,00:30:00
310,2011-10-30,19:47:00,"Cliente 310","Endereco 310",00-000-0309,Entrega,23,0,4.5,2.5,30,20:20:00,00:33:00
311,2011-10-30,19:50:00,"Cliente 311","Endereco 311",00-000-0310,Entrega,20,2.5,0,3,25.5,20:37:00,00:47:00
312,2011-10-30,19:55:00,"Cliente 312","Endereco 312",00-000-0311,Entrega,21,2.5,0,4,27.5,20:40:00,00:45:00
313,2011-10-30,20:12:00,"Cliente 313","Endereco 313",00-000-0312,Entrega,28,0,0,2.5,30.5,20:45:00,00:33:00
314,2011-10-30,20:16:00,"Cliente 314","Endereco 314",00-000-0313,Buscar,26,0,0,0,26,20:55:00,00:39:00
315,2011-10-30,20:17:00,"Cliente 315","Endereco 315",00-000-0314,Entrega,36,0,0,2.5,38.5,21:08:00,00:51:00
316,2011-10-30,20:25:00,"Cliente 316","Endereco 316",00-000-0315,Entrega,23,0,0,2.5,25.5,21:05:00,00:40:00
317,2011-10-30,20:25:00,"Cliente 317","Endereco 317",00-000-0316,Entrega,27,2.5,0,2.5,32,20:55:00,00:30:00
318,2011-10-30,20:28:00,"Cliente 318","Endereco 318",00-000-0317,Entrega,23,0,0,3,26,21:15:00,00:47:00
319,2011-10-30,20:34:00,"Cliente 319","Endereco 319",00-000-0318,Buscar,27,0,0,0,27,21:20:00,00:46:00
320,2011-10-30,20:36:00,"Cliente 320","Endereco 320",00-000-0319,Entrega,33,0,0,3,36,21:10:00,00:34:00
321,2011-10-30,21:20:00,"Cliente 321","Endereco 321",00-000-0320,Buscar,30,0,0,0,30,22:00:00,00:40:00
322,2011-10-30,21:24:00,"Cliente 322","Endereco 322",00-000-0321,Buscar,20,0,0,0,20,22:08:00,00:44:00
323,2011-10-30,21:28:00,"Cliente 323","Endereco 323",00-000-0322,Entrega,22,0,0,2.5,24.5,22:15:00,00:47:00
324,2011-10-30,21:35:00,"Cliente 324","Endereco 324",00-000-0323,Buscar,28,0,0,0,28,22:30:00,00:55:00
325,2011-10-30,21:47:00,"Cliente 325","Endereco 325",00-000-0324,Entrega,30,0,0,2.5,32.5,22:41:00,00:54:00
326,2011-10-30,22:56:00,"Cliente 326","Endereco 326",00-000-0325,Entrega,23,0,0,2.5,25.5,23:30:00,00:34:00
327,2011-10-30,23:13:00,"Cliente 327","Endereco 327",00-000-0326,Buscar,32,0,4.5,0,36.5,23:55:00,00:42:00
328,2011-11-01,18:00:00,"Cliente 328","Endereco 328",00-000-0327,Buscar,22,0,0,0,22,18:40:00,00:40:00
329,2011-11-01,19:30:00,"Cliente 329","Endereco 329",00-000-0328,Entrega,18,0,0,2.5,20.5,20:00:00,00:30:00
330,2011-11-01,19:37:00,"Cliente 330","Endereco 330",00-000-0329,Entrega,22,0,0,3,25,20:20:00,00:43:00
331,2011-11-01,19:40:00,"Cliente 331","Endereco 331",00-000-0330,Buscar,32,0,0,0,32,20:10:00,00:30:00
332,2011-11-01,20:20:00,"Cliente 332","Endereco 332",00-000-0331,Entrega,18,0,0,2.5,20.5,20:49:00,00:29:00
333,2011-11-01,20:23:00,"Cliente 333","Endereco 333",00-000-0332,Entrega,21,0,0,4,25,21:02:00,00:39:00
334,2011-11-01,20:38:00,"Cliente 334","Endereco 334",00-000-0333,Buscar,30,2.5,0,0,32.5,21:00:00,00:22:00
335,2011-11-01,20:59:00,"Cliente 335","Endereco 335",00-000-0334,Entrega,21,0,4.5,4,29.5,21:29:00,00:30:00
336,2011-11-01,21:06:00,"Cliente 336","Endereco 336",00-000-0335,Entrega,27,0,0,4,31,21:40:00,00:34:00
337,2011-11-01,21:10:00,"Cliente 337","Endereco 337",00-000-0336,Entrega,30,0,4.5,4,38.5,22:00:00,00:50:00
338,2011-11-01,21:30:00,"Cliente 338","Endereco 338",00-000-0337,Buscar,30,0,0,0,30,22:10:00,00:40:00
339,2011-11-01,23:15:00,"Cliente 339","Endereco 339",00-000-0338,Buscar,13,0,4.5,0,17.5,23:41:00,00:26:00
340,2011-11-01,23:30:00,"Cliente 340","Endereco 340",00-000-0339,Entrega,19,0,0,2.5,21.5,23:55:00,00:25:00
341,2011-11-02,18:57:00,"Cliente 341","Endereco 341",00-000-0340,Buscar,23,0,0,0,23,19:38:00,00:41:00
342,2011-11-02,18:57:00,"Cliente 342","Endereco 342",00-000-0341,Buscar,28,0,0,0,28,19:45:00,00:48:00
343,2011-11-02,19:08:00,"Cliente 343","Endereco 343",00-000-0342,Entrega,23,0,0,2.5,25.5,19:46:00,00:38:00
344,2011-11-02,19:36:00,"Cliente 344","Endereco 344",00-000-0343,Entrega,23,0,0,2.5,25.5,20:05:00,00:29:00
345,2011-11-02,19:36:00,"Cliente 345","Endereco 345",00-000-0344,Buscar,30,0,0,0,30,20:05:00,00:29:00
346,2011-11-02,20:20:00,"Cliente 346","Endereco 346",00-000-0345,Buscar,28,2.5,0,0,30.5,20:55:00,00:35:00
347,2011-11-02,20:22:00,"Cliente 347","Endereco 347",00-000-0346,Entrega,28,0,0,2.5,30.5,21:00:00,00:38:00
348,2011-11-02,20:22:00,"Cliente 348","Endereco 348",00-000-0347,Buscar,27,0,0,0,27,21:03:00,00:41:00
349,2011-11-02,20:28:00,"Cliente 349","Endereco 349",00-000-0348,Entrega,28,2.5,0,3,33.5,21:20:00,00:52:00
350,2011-11-02,20:45:00,"Cliente 350","Endereco 350",00-000-0349,Buscar,27,0,0,0,27,21:15:00,00:30:00
351,2011-11-02,20:48:00,"Cliente 351","Endereco 351",00-000-0350,Entrega,28,0,0,2.5,30.5,21:30:00,00:42:00
352,2011-11-02,20:55:00,"Cliente 352","Endereco 352",00-000-0351,Buscar,22,0,0,0,22,21:25:00,00:30:00
353,2011-11-02,20:59:00,"Cliente 353","Endereco 353",00-000-0352,Entrega,18,0,0,2.5,20.5,21:30:00,00:31:00
354,2011-11-02,21:20:00,"Cliente 354","Endereco 354",00-000-0353,Entrega,27,2.5,0,2.5,32,22:06:00,00:46:00
355,2011-11-02,21:20:00,"Cliente 355","Endereco 355",00-000-0354,Entrega,28,0,4.5,2.5,35,22:00:00,00:40:00
356,2011-11-02,21:20:00,"Cliente 356","Endereco 356",00-000-0355,Buscar,27,2.5,0,0,29.5,22:06:00,00:46:00
357,2011-11-02,21:30:00,"Cliente 357","Endereco 357",00-000-0356,Entrega,21.5,0,4.5,2.5,28.5,22:12:00,00:42:00
358,2011-11-02,22:13:00,"Cliente 358","Endereco 358",00-000-0357,Buscar,20,0,0,0,20,23:00:00,00:47:00
359,2011-11-02,22:42:00,"Cliente 359","Endereco 359",00-000-0358,Entrega,23,0,0,3,26,23:20:00,00:38:00
360,2011-11-02,23:23:00,"Cliente 360","Endereco 360",00-000-0359,Entrega,20,0,0,2.5,22.5,23:50:00,00:27:00
361,2011-11-03,19:22:00,"Cliente 361","Endereco 361",00-000-0360,Buscar,26,0,4,0,30,20:00:00,00:38:00
362,2011-11-03,19:50:00,"Cliente 362","Endereco 362",00-000-0361,Buscar,28,2.5,0,0,30.5,20:30:00,00:40:00
363,2011-11-03,20:03:00,"Cliente 363","Endereco 363",00-000-0362,Buscar,30,0,0,0,30,20:30:00,00:27:00
364,2011-11-03,20:39:00,"Cliente 364","Endereco 364",00-000-0363,Entrega,28,0,4.5,3,35.5,21:14:00,00:35:00
365,2011-11-03,20:44:00,"Cliente 365","Endereco 365",00-000-0364,Entrega,32,2.5,0,2.5,37,21:33:00,00:49:00
366,2011-11-03,20:51:00,"Cliente 366","Endereco 366",00-000-0365,Buscar,22,0,0,0,22,21:35:00,00:44:00
367,2011-11-03,20:55:00,"Cliente 367","Endereco 367",00-000-0366,Entrega,23,0,2,2.5,27.5,21:30:00,00:35:00
368,2011-11-03,22:30:00,"Cliente 368","Endereco 368",00-000-0367,Buscar,30,0,0,0,30,22:55:00,00:25:00
369,2011-11-04,19:51:00,"Cliente 369","Endereco 369",00-000-0368,Buscar,23,0,0,0,23,20:27:00,00:36:00
370,2011-11-04,20:11:00,"Cliente 370","Endereco 370",00-000-0369,Entrega,27,0,0,3,30,20:42:00,00:31:00
371,2011-11-04,20:11:00,"Cliente 371","Endereco 371",00-000-0370,Entrega,30,0,0,4,34,21:02:00,00:51:00
372,2011-11-04,20:20:00,"Cliente 372","Endereco 372",00-000-0371,Entrega,17,0,0,4,21,21:00:00,00:40:00
373,2011-11-04,20:20:00,"Cliente 373","Endereco 373",00-000-0372,Entrega,21,0,4.5,4,29.5,21:00:00,00:40:00
374,2011-11-04,20:23:00,"Cliente 374","Endereco 374",00-000-0373,Entrega,27,0,0,4,31,21:15:00,00:52:00
375,2011-11-04,20:23:00,"Cliente 375","Endereco 375",00-000-0374,Entrega,25,0,4.5,4,33.5,21:00:00,00:37:00
376,2011-11-04,20:37:00,"Cliente 376","Endereco 376",00-000-0375,Entrega,30,0,4.5,4,38.5,21:10:00,00:33:00
377,2011-11-04,20:37:00,"Cliente 377","Endereco 377",00-000-0376,Entrega,21,2.5,0,4,27.5,21:30:00,00:53:00
378,2011-11-04,20:53:00,"Cliente 378","Endereco 378",00-000-0377,Entrega,32,0,0,4,36,21:45:00,00:52:00
379,2011-11-04,20:56:00,"Cliente 379","Endereco 379",00-000-0378,Buscar,28,0,0,0,28,21:40:00,00:44:00
380,2011-11-04,21:01:00,"Cliente 380","Endereco 380",00-000-0379,Buscar,20.8,0,0,0,20.8,21:48:00,00:47:00
381,2011-11-04,21:02:00,"Cliente 381","Endereco 381",00-000-0380,Buscar,27,0,0,0,27,21:31:00,00:29:00
382,2011-11-04,21:47:00,"Cliente 382","Endereco 382",00-000-0381,Entrega,30,0,0,4,34,22:30:00,00:43:00
383,2011-11-04,22:16:00,"Cliente 383","Endereco 383",00-000-0382,Buscar,23,0,0,0,23,22:45:00,00:29:00
384,2011-11-04,22:18:00,"Cliente 384","Endereco 384",00-000-0383,Entrega,32,0,0,3,35,23:00:00,00:42:00
385,2011-11-04,22:56:00,"Cliente 385","Endereco 385",00-000-0384,Buscar,30,0,0,0,30,23:35:00,00:39:00
386,2011-11-04,23:11:00,"Cliente 386","Endereco 386",00-000-0385,Buscar,27,0,0,0,27,23:50:00,00:39:00
387,2011-11-05,19:08:00,"Cliente 387","Endereco 387",00-000-0386,Entrega,23,0,0,2.5,25.5,19:41:00,00:33:00
388,2011-11-05,19:13:00,"Cliente 388","Endereco 388",00-000-0387,Buscar,19,0,0,0,19,20:00:00,00:47:00
389,2011-11-05,19:37:00,"Cliente 389","Endereco 389",00-000-0388,Entrega,28,0,0,2.5,30.5,20:10:00,00:33:00
390,2011-11-05,19:50:00,"Cliente 390","Endereco 390",00-000-0389,Entrega,32,0,0,2.5,34.5,20:20:00,00:30:00
391,2011-11-05,19:58:00,"Cliente 391","Endereco 391",00-000-0390,Buscar,31,2.5,0,0,33.5,20:38:00,00:40:00
392,2011-11-05,20:04:00,"Cliente 392","Endereco 392",00-000-0391,Entrega,28,0,0,4,32,20:55:00,00:51:00
393,2011-11-05,20:26:00,"Cliente 393","Endereco 393",00-000-0392,buscar,30,0,0,0,30,21:00:00,00:34:00
394,2011-11-05,20:30:00,"Cliente 394","Endereco 394",00-000-0393,Entrega,23,0,0,2.5,25.5,21:21:00,00:51:00
395,2011-11-05,20:33:00,"Cliente 395","Endereco 395",00-000-0394,Entrega,23,0,4.5,2.5,30,21:08:00,00:35:00
396,2011-11-05,20:42:00,"Cliente 396","Endereco 396",00-000-0395,Entrega,15,0,0,2.5,17.5,21:25:00,00:43:00
397,2011-11-05,20:45:00,"Cliente 397","Endereco 397",00-000-0396,Buscar,32,0,0,0,32,21:15:00,00:30:00
398,2011-11-05,20:45:00,"Cliente 398","Endereco 398",00-000-0397,Buscar,31,0,0,0,31,21:15:00,00:30:00
399,2011-11-05,20:45:00,"Cliente 399","Endereco 399",00-000-0398,Entrega,28,0,0,2.5,30.5,21:00:00,00:15:00
400,2011-11-05,20:45:00,"Cliente 400","Endereco 400",00-000-0399,Buscar,36,0,0,0,36,21:30:00,00:45:00
401,2011-11-05,20:50:00,"Cliente 401","Endereco 401",00-000-0400,Entrega,32,0,0,2.5,34.5,21:45:00,00:55:00
402,2011-11-05,20:56:00,"Cliente 402","Endereco 402",00-000-0401,Entrega,23,0,0,2.5,25.5,21:46:00,00:50:00
403,2011-11-05,21:04:00,"Cliente 403","Endereco 403",00-000-0402,Entrega,18,0,0,2.5,20.5,21:35:00,00:31:00
404,2011-11-05,21:06:00,"Cliente 404","Endereco 404",00-000-0403,Buscar,30,0,4.5,0,34.5,22:00:00,00:54:00
405,2011-11-05,21:17:00,"Cliente 405","Endereco 405",00-000-0404,Entrega,30,0,0,2.5,32.5,22:10:00,00:53:00
406,2011-11-05,21:33:00,"Cliente 406","Endereco 406",00-000-0405,Buscar,26,0,0,0,26,22:21:00,00:48:00
407,2011-11-05,21:33:00,"Cliente 407","Endereco 407",00-000-0406,Buscar,18,0,0,0,18,22:13:00,00:40:00
408,2011-11-05,22:01:00,"Cliente 408","Endereco 408",00-000-0407,Buscar,22,0,0,0,22,22:40:00,00:39:00
409,2011-11-05,23:10:00,"Cliente 409","Endereco 409",00-000-0408,Buscar,19,0,4.5,0,23.5,23:40:00,00:30:00
410,2011-11-06,23:11:00,"Cliente 410","Endereco 410",00-000-0409,Entrega,18,0,0,2.5,20.5,23:50:00,00:39:00
411,2011-11-06,18:49:00,"Cliente 411","Endereco 411",00-000-0410,Buscar,28,2.5,0,0,30.5,19:20:00,00:31:00
412,2011-11-06,19:47:00,"Cliente 412","Endereco 412",00-000-0411,Entrega,30,0,0,2.5,32.5,20:20:00,00:33:00
413,2011-11-06,20:15:00,"Cliente 413","Endereco 413",00-000-0412,Entrega,36,0,0,2.5,38.5,20:27:00,00:12:00
414,2011-11-06,20:18:00,"Cliente 414","Endereco 414",00-000-0413,Buscar,27,0,0,0,27,20:50:00,00:32:00
415,2011-11-06,20:22:00,"Cliente 415","Endereco 415",00-000-0414,Entrega,21,0,4.5,2.5,28,20:49:00,00:27:00
416,2011-11-06,20:23:00,"Cliente 416","Endereco 416",00-000-0415,Entrega,28,0,4.5,2.5,35,20:47:00,00:24:00
417,2011-11-06,20:27:00,"Cliente 417","Endereco 417",00-000-0416,Entrega,32,0,0,2.5,34.5,21:05:00,00:38:00
418,2011-11-06,21:10:00,"Cliente 418","Endereco 418",00-000-0417,Entrega,27,2.5,0,2.5,32,22:00:00,00:50:00
